ddradID,altID,population_number,population_name,Country,Treatment,GPS_N,GPS_E,1Ovi_Egg,1Ovi_Dead,1Ovi_Living,2Ovi_Egg,2Ovi_Dead,2Ovi_Living,Pigmentation,LegLength,1Ovi_LegLength,2Ovi_LegLength,1Ovi_mass,2Ovi_mass
G18-GH-10_trimmed.sorted,G18-GH-10,14,Graefenhause,Germany,NA,49.930762,8.594512,0,0,421,84,43,8,0.6,8636.03,583.585,NA,NA,NA
G18-GH-2_trimmed.sorted,G18-GH-2,14,Graefenhause,Germany,NA,49.930762,8.594512,0,3,728,5,0,153,0.17,8053.4,551.659,NA,NA,NA
G18-GH-3_trimmed.sorted,G18-GH-3,14,Graefenhause,Germany,NA,49.930762,8.594512,2,30,184,1,1,115,0.55,7340.01,NA,NA,NA,NA
G18-GH-4_trimmed.sorted,G18-GH-4,14,Graefenhause,Germany,NA,49.930762,8.594512,7,2,99,NA,NA,NA,0.5,7089.48,561.324,NA,NA,NA
G18-GH-5_trimmed.sorted,G18-GH-5,14,Graefenhause,Germany,NA,49.930762,8.594512,0,0,149,NA,NA,NA,0.3,7712.7,601.559,NA,NA,NA
G18-GH-6_trimmed.sorted,G18-GH-6,14,Graefenhause,Germany,NA,49.930762,8.594512,0,1,263,4,73,57,0.43,6060.63,553.775,NA,NA,NA
G18-GH-7_trimmed.sorted,G18-GH-7,14,Graefenhause,Germany,NA,49.930762,8.594512,0,0,669,18,9,78,0.12,8335.05,576.247,NA,NA,NA
G18-GH-8_trimmed.sorted,G18-GH-8,14,Graefenhause,Germany,NA,49.930762,8.594512,0,5,223,NA,NA,NA,0.4,9214.71,566.88,NA,NA,NA
G18-GH-9_trimmed.sorted,G18-GH-9,14,Graefenhause,Germany,NA,49.930762,8.594512,0,3,223,NA,NA,NA,0.47,6886.38,545.295,NA,NA,NA
G18-GS-1_trimmed.sorted,G18-GS-1,19,Gierstadt,Germany,NA,51.024827,10.829968,0,0,144,3,34,89,0.57,7329.49,585.581,NA,NA,NA
G18-GS-10_trimmed.sorted,G18-GS-10,19,Gierstadt,Germany,NA,51.024827,10.829968,0,0,173,4,83,25,0.25,6144.9,554.343,NA,NA,NA
G18-GS-11_trimmed.sorted,G18-GS-11,19,Gierstadt,Germany,NA,51.024827,10.829968,129,0,0,NA,NA,NA,0.24,4587.06,NA,NA,NA,NA
G18-GS-14_trimmed.sorted,G18-GS-14,19,Gierstadt,Germany,NA,51.024827,10.829968,0,1,105,2,16,89,0.44,3540.23,538.225,NA,NA,NA
G18-GS-15_trimmed.sorted,G18-GS-15,19,Gierstadt,Germany,NA,51.024827,10.829968,28,28,33,3,84,63,0.35,5732.49,537.74,NA,NA,NA
G18-GS-16_trimmed.sorted,G18-GS-16,19,Gierstadt,Germany,NA,51.024827,10.829968,0,0,144,0,0,104,0.39,5680.81,556.894,NA,NA,NA
G18-GS-2_trimmed.sorted,G18-GS-2,19,Gierstadt,Germany,NA,51.024827,10.829968,1,0,47,6,44,1,0.57,3765.86,546.181,NA,NA,NA
G18-GS-20_trimmed.sorted,G18-GS-20,19,Gierstadt,Germany,NA,51.024827,10.829968,1,0,277,0,1,100,0.41,6839.64,614.31,NA,NA,NA
G18-GS-5_trimmed.sorted,G18-GS-5,19,Gierstadt,Germany,NA,51.024827,10.829968,0,31,53,57,33,0,0.6,7098.74,541.465,NA,NA,NA
G18-GS-7_trimmed.sorted,G18-GS-7,19,Gierstadt,Germany,NA,51.024827,10.829968,0,0,65,42,1,0,0.41,5210.7,612.862,NA,NA,NA
G18-HB-10_trimmed.sorted,G18-HB-10,13,Heidelberg,Germany,NA,49.42313,8.638357,8,17,219,0,0,92,0.48,7436.48,493.892,NA,NA,NA
G18-HB-12_trimmed.sorted,G18-HB-12,13,Heidelberg,Germany,NA,49.42313,8.638357,19,0,153,4,38,101,0.36,8248.39,554.737,NA,NA,NA
G18-HB-13_trimmed.sorted,G18-HB-13,13,Heidelberg,Germany,NA,49.42313,8.638357,0,5,167,1,2,151,0.62,8291.52,559.819,NA,NA,NA
G18-HB-15_trimmed.sorted,G18-HB-15,13,Heidelberg,Germany,NA,49.42313,8.638357,0,0,324,25,10,111,0.52,8948.86,541.8,NA,NA,NA
G18-HB-17_trimmed.sorted,G18-HB-17,13,Heidelberg,Germany,NA,49.42313,8.638357,1,9,152,6,195,11,0.6,7988.7,501.534,NA,NA,NA
G18-HB-22_trimmed.sorted,G18-HB-22,13,Heidelberg,Germany,NA,49.42313,8.638357,9,71,332,174,24,20,0.63,5100.66,475.283,NA,NA,NA
G18-HB-3_trimmed.sorted,G18-HB-3,13,Heidelberg,Germany,NA,49.42313,8.638357,0,1,280,31,39,90,0.48,8469.53,453.732,NA,NA,NA
G18-HB-4_trimmed.sorted,G18-HB-4,13,Heidelberg,Germany,NA,49.42313,8.638357,0,0,298,0,0,138,0.44,6888.07,543.871,NA,NA,NA
G18-HB-6_trimmed.sorted,G18-HB-6,13,Heidelberg,Germany,NA,49.42313,8.638357,89,14,0,33,0,0,0.38,NA,NA,NA,NA,NA
G18-HB-7_trimmed.sorted,G18-HB-7,13,Heidelberg,Germany,NA,49.42313,8.638357,18,4,257,5,174,11,0.3,7022.29,508.537,NA,NA,NA
G18-KB-1_trimmed.sorted,G18-KB-1,20,Kelbra,Germany,NA,51.445957,11.101182,7,0,178,49,0,0,0.33,8670.01,528.45,NA,NA,NA
G18-KB-10_trimmed.sorted,G18-KB-10,20,Kelbra,Germany,NA,51.445957,11.101182,0,1,207,2,0,133,0.33,6977.52,563.256,NA,NA,NA
G18-KB-11_trimmed.sorted,G18-KB-11,20,Kelbra,Germany,NA,51.445957,11.101182,0,1,371,0,0,168,0.16,6896.11,595.361,NA,NA,NA
G18-KB-14_trimmed.sorted,G18-KB-14,20,Kelbra,Germany,NA,51.445957,11.101182,0,0,464,61,0,0,0.31,7939.4,618.169,NA,NA,NA
G18-KB-17_trimmed.sorted,G18-KB-17,20,Kelbra,Germany,NA,51.445957,11.101182,35,5,411,0,0,172,0.27,6527.24,566.869,NA,NA,NA
G18-KB-19_trimmed.sorted,G18-KB-19,20,Kelbra,Germany,NA,51.445957,11.101182,0,0,564,0,0,125,0.28,NA,586.572,NA,NA,NA
G18-KB-2_trimmed.sorted,G18-KB-2,20,Kelbra,Germany,NA,51.445957,11.101182,0,0,558,0,0,0,0.29,7913.6,577.253,NA,NA,NA
G18-KB-4_trimmed.sorted,G18-KB-4,20,Kelbra,Germany,NA,51.445957,11.101182,0,0,636,31,0,29,0.46,6974.37,580.232,NA,NA,NA
G18-KB-6_trimmed.sorted,G18-KB-6,20,Kelbra,Germany,NA,51.445957,11.101182,0,0,715,1,8,112,0.45,8931.57,569.681,NA,NA,NA
G18-KB-7_trimmed.sorted,G18-KB-7,20,Kelbra,Germany,NA,51.445957,11.101182,0,5,339,3,3,140,0.54,7234.96,535.447,NA,NA,NA
G18-LB-10_trimmed.sorted,G18-LB-10,30,Ludwigsburg,Germany,NA,54.114038,13.482252,0,1,129,0,2,83,0.51,7339.08,525.107,NA,NA,NA
G18-LB-11_trimmed.sorted,G18-LB-11,30,Ludwigsburg,Germany,NA,54.114038,13.482252,0,0,166,6,4,32,0.46,6975.91,591.215,NA,NA,NA
G18-LB-13_trimmed.sorted,G18-LB-13,30,Ludwigsburg,Germany,NA,54.114038,13.482252,23,0,0,1,1,66,0.26,5675.89,624.401,NA,NA,NA
G18-LB-15_trimmed.sorted,G18-LB-15,30,Ludwigsburg,Germany,NA,54.114038,13.482252,46,75,1,9,11,55,0.3,5775,NA,NA,NA,NA
G18-LB-2_trimmed.sorted,G18-LB-2,30,Ludwigsburg,Germany,NA,54.114038,13.482252,50,2,201,8,33,87,0.82,7267.62,529.668,NA,NA,NA
G18-LB-20_trimmed.sorted,G18-LB-20,30,Ludwigsburg,Germany,NA,54.114038,13.482252,0,0,386,0,4,168,0.29,7615.8,575.033,NA,NA,NA
G18-LB-3_trimmed.sorted,G18-LB-3,30,Ludwigsburg,Germany,NA,54.114038,13.482252,14,3,72,18,3,65,0.31,5925.57,662.094,NA,NA,NA
G18-LB-5_trimmed.sorted,G18-LB-5,30,Ludwigsburg,Germany,NA,54.114038,13.482252,8,171,8,2,9,99,0.45,6186.16,524.929,NA,NA,NA
G18-LB-6_trimmed.sorted,G18-LB-6,30,Ludwigsburg,Germany,NA,54.114038,13.482252,0,0,93,0,0,122,0.32,5067.75,571.23,NA,NA,NA
G18-LB-7_trimmed.sorted,G18-LB-7,30,Ludwigsburg,Germany,NA,54.114038,13.482252,77,5,0,77,2,3,0.21,6025.9,NA,NA,NA,NA
G18-MW-1_trimmed.sorted,G18-MW-1,28,Mittenwald,Germany,NA,53.186898,13.662986,0,0,324,NA,NA,NA,0.54,8072.3,577.834,NA,NA,NA
G18-MW-2_trimmed.sorted,G18-MW-2,28,Mittenwald,Germany,NA,53.186898,13.662986,0,2,220,1,54,75,0.27,6400.83,581.701,NA,NA,NA
G18-MW-3_trimmed.sorted,G18-MW-3,28,Mittenwald,Germany,NA,53.186898,13.662986,49,89,253,NA,NA,NA,0.6,7180.7,511.642,NA,NA,NA
G18-MW-4_trimmed.sorted,G18-MW-4,28,Mittenwald,Germany,NA,53.186898,13.662986,1,0,602,0,0,133,0.55,7426.37,558.587,NA,NA,NA
G18-MW-5_trimmed.sorted,G18-MW-5,28,Mittenwald,Germany,NA,53.186898,13.662986,75,100,318,26,0,38,0.7,7685,574.848,NA,NA,NA
G18-MW-7_trimmed.sorted,G18-MW-7,28,Mittenwald,Germany,NA,53.186898,13.662986,0,0,340,0,0,192,0.49,6554.72,584.139,NA,NA,NA
G18-MW-8_trimmed.sorted,G18-MW-8,28,Mittenwald,Germany,NA,53.186898,13.662986,0,1,395,6,60,34,0.37,7192.37,562.963,NA,NA,NA
G18-RS-1_trimmed.sorted,G18-RS-1,24,Rabenstein,Germany,NA,52.056,12.636,0,0,364,1,8,146,0.4,7117.22,599.431,NA,NA,NA
G18-RS-11_trimmed.sorted,G18-RS-11,24,Rabenstein,Germany,NA,52.056,12.636,3,31,122,3,1,139,0.33,6473.2,501.547,NA,NA,NA
G18-RS-13_trimmed.sorted,G18-RS-13,24,Rabenstein,Germany,NA,52.056,12.636,0,1,351,20,46,85,0.2,6322.61,591.475,NA,NA,NA
G18-RS-14_trimmed.sorted,G18-RS-14,24,Rabenstein,Germany,NA,52.056,12.636,0,1,125,5,123,19,0.25,5501.62,591.087,NA,NA,NA
G18-RS-16_trimmed.sorted,G18-RS-16,24,Rabenstein,Germany,NA,52.056,12.636,0,1,130,NA,NA,NA,0.58,6317.49,602.475,NA,NA,NA
G18-RS-18_trimmed.sorted,G18-RS-18,24,Rabenstein,Germany,NA,52.056,12.636,0,0,339,1,0,157,0.48,8324.56,591.259,NA,NA,NA
G18-RS-19_trimmed.sorted,G18-RS-19,24,Rabenstein,Germany,NA,52.056,12.636,0,1,598,0,1,81,0.35,7570.22,587.265,NA,NA,NA
G18-RS-3_trimmed.sorted,G18-RS-3,24,Rabenstein,Germany,NA,52.056,12.636,0,0,310,0,0,83,0.42,5237.2,NA,NA,NA,NA
G18-RS-4_trimmed.sorted,G18-RS-4,24,Rabenstein,Germany,NA,52.056,12.636,1,0,324,1,45,109,0.37,6809.96,NA,NA,NA,NA
G18-RS-8_trimmed.sorted,G18-RS-8,24,Rabenstein,Germany,NA,52.056,12.636,0,0,189,0,0,64,0.35,6509.68,564.32,NA,NA,NA
G18-SB-1_trimmed.sorted,G18-SB-1,29,Strasburg,Germany,NA,53.547653,13.722377,5,2,1099,50,2,239,0.48,9787.1,559.509,NA,NA,NA
G18-SB-10_trimmed.sorted,G18-SB-10,29,Strasburg,Germany,NA,53.547653,13.722377,4,14,97,5,15,90,0.77,7765.86,493.624,NA,NA,NA
G18-SB-12_trimmed.sorted,G18-SB-12,29,Strasburg,Germany,NA,53.547653,13.722377,0,4,160,17,0,0,0.49,6376.02,560.921,NA,NA,NA
G18-SB-16_trimmed.sorted,G18-SB-16,29,Strasburg,Germany,NA,53.547653,13.722377,0,0,194,55,7,13,0.44,7054.7,578.505,NA,NA,NA
G18-SB-17_trimmed.sorted,G18-SB-17,29,Strasburg,Germany,NA,53.547653,13.722377,2,27,294,0,18,106,0.43,6552.9,496.113,NA,NA,NA
G18-SB-19_trimmed.sorted,G18-SB-19,29,Strasburg,Germany,NA,53.547653,13.722377,17,18,135,28,18,74,0.73,8199.55,559.498,NA,NA,NA
G18-SB-20_trimmed.sorted,G18-SB-20,29,Strasburg,Germany,NA,53.547653,13.722377,771,6,7,4,29,69,0.56,8487.39,NA,NA,NA,NA
G18-SB-3_trimmed.sorted,G18-SB-3,29,Strasburg,Germany,NA,53.547653,13.722377,0,0,293,98,3,0,0.61,7261.56,565.126,NA,NA,NA
G18-SB-4_trimmed.sorted,G18-SB-4,29,Strasburg,Germany,NA,53.547653,13.722377,0,4,206,40,67,11,0.88,5639.93,NA,NA,NA,NA
G18-SB-8_trimmed.sorted,G18-SB-8,29,Strasburg,Germany,NA,53.547653,13.722377,0,0,245,0,1,157,0.73,7319.64,594.145,NA,NA,NA
G18-SC-1_trimmed.sorted,G18-SC-1,16,Schotten,Germany,NA,50.528403,9.117785,27,3,410,NA,NA,NA,0.35,8242.95,581.121,NA,NA,NA
G18-SC-10_trimmed.sorted,G18-SC-10,16,Schotten,Germany,NA,50.528403,9.117785,NA,NA,NA,NA,NA,NA,0.52,8634.96,NA,NA,NA,NA
G18-SC-2_trimmed.sorted,G18-SC-2,16,Schotten,Germany,NA,50.528403,9.117785,13,1,217,NA,NA,NA,0.45,8351.46,NA,NA,NA,NA
G18-SC-3_trimmed.sorted,G18-SC-3,16,Schotten,Germany,NA,50.528403,9.117785,0,2,681,25,17,76,0.62,5192.91,585.534,NA,NA,NA
G18-SC-4_trimmed.sorted,G18-SC-4,16,Schotten,Germany,NA,50.528403,9.117785,3,4,158,NA,NA,NA,0.62,8440.19,523.762,NA,NA,NA
G18-SC-5_trimmed.sorted,G18-SC-5,16,Schotten,Germany,NA,50.528403,9.117785,26,1,783,NA,NA,NA,0.75,8045.89,580.673,NA,NA,NA
G18-SC-6_trimmed.sorted,G18-SC-6,16,Schotten,Germany,NA,50.528403,9.117785,18,0,0,NA,NA,NA,0.65,9730.96,NA,NA,NA,NA
G18-SC-7_trimmed.sorted,G18-SC-7,16,Schotten,Germany,NA,50.528403,9.117785,0,0,335,NA,NA,NA,0.39,6035.13,NA,NA,NA,NA
G18-SC-8_trimmed.sorted,G18-SC-8,16,Schotten,Germany,NA,50.528403,9.117785,NA,NA,NA,NA,NA,NA,0.65,7856.5,NA,NA,NA,NA
G18-SC-9_trimmed.sorted,G18-SC-9,16,Schotten,Germany,NA,50.528403,9.117785,NA,NA,NA,NA,NA,NA,0.83,7839.85,NA,NA,NA,NA
G18-SD-1_trimmed.sorted,G18-SD-1,25,Schulzendorf,Germany,NA,52.360823,13.566327,3,0,361,30,1,110,0.29,6475.74,578.111,NA,NA,NA
G18-SD-11_trimmed.sorted,G18-SD-11,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,307,0,0,122,0.25,6513.54,590.996,NA,NA,NA
G18-SD-13_trimmed.sorted,G18-SD-13,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,215,3,2,99,0.26,6330.33,585.142,NA,NA,NA
G18-SD-15_trimmed.sorted,G18-SD-15,25,Schulzendorf,Germany,NA,52.360823,13.566327,47,0,166,0,0,87,0.07,NA,NA,NA,NA,NA
G18-SD-17_trimmed.sorted,G18-SD-17,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,213,0,1,110,0.38,7076.63,582.398,NA,NA,NA
G18-SD-3_trimmed.sorted,G18-SD-3,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,196,45,0,0,0.19,5908.78,575.935,NA,NA,NA
G18-SD-5_trimmed.sorted,G18-SD-5,25,Schulzendorf,Germany,NA,52.360823,13.566327,NA,NA,NA,152,0,0,0.16,6556.25,NA,NA,NA,NA
G18-SD-6_trimmed.sorted,G18-SD-6,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,231,0,0,215,0.31,6993.58,545.946,NA,NA,NA
G18-SD-7_trimmed.sorted,G18-SD-7,25,Schulzendorf,Germany,NA,52.360823,13.566327,0,0,362,0,3,166,0.16,6334.26,593.845,NA,NA,NA
G18-SD-8_trimmed.sorted,G18-SD-8,25,Schulzendorf,Germany,NA,52.360823,13.566327,44,89,11,43,61,6,0.21,5950.73,452.237,NA,NA,NA
G18-TL-1_trimmed.sorted,G18-TL-1,27,Templin,Germany,NA,53.129508,13.48775,1,5,195,0,49,60,0.43,7762.75,527.863,NA,NA,NA
G18-TL-2_trimmed.sorted,G18-TL-2,27,Templin,Germany,NA,53.129508,13.48775,0,0,406,0,0,138,0.42,6376.13,563.303,NA,NA,NA
G18-TL-3_trimmed.sorted,G18-TL-3,27,Templin,Germany,NA,53.129508,13.48775,0,1,294,2,1,99,0.42,6183.61,597.925,NA,NA,NA
G18-TL-4_trimmed.sorted,G18-TL-4,27,Templin,Germany,NA,53.129508,13.48775,0,0,348,0,38,135,0.3,6126.89,554.334,NA,NA,NA
G18-UK-11_trimmed.sorted,G18-UK-11,8,Umkirch,Germany,NA,48.052993,7.758187,2,1,129,65,0,0,0.41,7948.33,548.851,NA,NA,NA
G18-UK-15_trimmed.sorted,G18-UK-15,8,Umkirch,Germany,NA,48.052993,7.758187,0,3,398,0,3,156,0.28,9058.77,565.676,NA,NA,NA
G18-UK-17_trimmed.sorted,G18-UK-17,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,174,8,87,48,0.15,6988.37,626.773,NA,NA,NA
G18-UK-18_trimmed.sorted,G18-UK-18,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,145,3,126,13,0.27,6251.29,599.615,NA,NA,NA
G18-UK-2_trimmed.sorted,G18-UK-2,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,174,0,5,140,0.25,7351.22,575.694,NA,NA,NA
G18-UK-3_trimmed.sorted,G18-UK-3,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,245,53,129,31,0.12,6491.64,529.131,NA,NA,NA
G18-UK-5_trimmed.sorted,G18-UK-5,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,336,1,17,89,0.44,7225.87,553.067,NA,NA,NA
G18-UK-6_trimmed.sorted,G18-UK-6,8,Umkirch,Germany,NA,48.052993,7.758187,2,141,110,0,0,118,0.49,8552.05,464.71,NA,NA,NA
G18-UK-8_trimmed.sorted,G18-UK-8,8,Umkirch,Germany,NA,48.052993,7.758187,0,6,216,3,61,48,0.15,6809.51,502.868,NA,NA,NA
G18-UK-9_trimmed.sorted,G18-UK-9,8,Umkirch,Germany,NA,48.052993,7.758187,0,0,146,29,0,0,0.26,7423.23,584.848,NA,NA,NA
G18-WL-1_trimmed.sorted,G18-WL-1,26,Wandlitz,Germany,NA,52.746486,13.434598,0,4,309,7,7,175,NA,6531.87,573.79,NA,NA,NA
G18-WL-10_trimmed.sorted,G18-WL-10,26,Wandlitz,Germany,NA,52.746486,13.434598,0,0,88,7,60,31,NA,4120.64,591.94,NA,NA,NA
G18-WL-12_trimmed.sorted,G18-WL-12,26,Wandlitz,Germany,NA,52.746486,13.434598,0,8,146,0,2,175,NA,4278.7,529.365,NA,NA,NA
G18-WL-13_trimmed.sorted,G18-WL-13,26,Wandlitz,Germany,NA,52.746486,13.434598,1,43,52,4,7,60,NA,3746.7,NA,NA,NA,NA
G18-WL-14_trimmed.sorted,G18-WL-14,26,Wandlitz,Germany,NA,52.746486,13.434598,0,0,209,8,48,62,NA,7250.48,623.491,NA,NA,NA
G18-WL-2_trimmed.sorted,G18-WL-2,26,Wandlitz,Germany,NA,52.746486,13.434598,0,0,171,0,0,162,NA,5472.92,502.871,NA,NA,NA
G18-WL-3_trimmed.sorted,G18-WL-3,26,Wandlitz,Germany,NA,52.746486,13.434598,1,32,68,9,66,9,NA,5324.76,566.98,NA,NA,NA
G18-WL-5_trimmed.sorted,G18-WL-5,26,Wandlitz,Germany,NA,52.746486,13.434598,0,0,159,9,46,69,NA,6173.95,575.653,NA,NA,NA
G18-WL-7_trimmed.sorted,G18-WL-7,26,Wandlitz,Germany,NA,52.746486,13.434598,0,6,156,6,21,55,NA,5957.56,567.499,NA,NA,NA
G18-WL-9_trimmed.sorted,G18-WL-9,26,Wandlitz,Germany,NA,52.746486,13.434598,2,39,104,30,61,0,NA,4361.31,486.779,NA,NA,NA
G18-ZS-1_trimmed.sorted,G18-ZS-1,22,Zeits,Germany,NA,51.972605,11.804803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G18-ZS-2_trimmed.sorted,G18-ZS-2,22,Zeits,Germany,NA,51.972605,11.804803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G18-ZS-3_trimmed.sorted,G18-ZS-3,22,Zeits,Germany,NA,51.972605,11.804803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G18-ZS-4_trimmed.sorted,G18-ZS-4,22,Zeits,Germany,NA,51.972605,11.804803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFA01_trimmed.sorted,JpFuFA01,48,Fukuoka Tarumaru Lizuka,Japan,NA,33.65,130.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFA02_trimmed.sorted,JpFuFA02,48,Fukuoka Tarumaru Lizuka,Japan,NA,33.65,130.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFA03_trimmed.sorted,JpFuFA03,48,Fukuoka Tarumaru Lizuka,Japan,NA,33.65,130.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFA04_trimmed.sorted,JpFuFA04,48,Fukuoka Tarumaru Lizuka,Japan,NA,33.65,130.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFA05_trimmed.sorted,JpFuFA05,48,Fukuoka Tarumaru Lizuka,Japan,NA,33.65,130.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFB01_trimmed.sorted,JpFuFB01,48,Fukuoka Yamada Ryokuchi,Japan,NA,33.566667,130.71666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFB02_trimmed.sorted,JpFuFB02,48,Fukuoka Yamada Ryokuchi,Japan,NA,33.566667,130.71666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFB03_trimmed.sorted,JpFuFB03,48,Fukuoka Yamada Ryokuchi,Japan,NA,33.566667,130.71666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFB04_trimmed.sorted,JpFuFB04,48,Fukuoka Yamada Ryokuchi,Japan,NA,33.566667,130.71666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpFuFB05_trimmed.sorted,JpFuFB05,48,Fukuoka Yamada Ryokuchi,Japan,NA,33.566667,130.71666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAA01_trimmed.sorted,JpKaAA01,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAA02_trimmed.sorted,JpKaAA02,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAA03_trimmed.sorted,JpKaAA03,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAA04_trimmed.sorted,JpKaAA04,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAA05_trimmed.sorted,JpKaAA05,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAB01_trimmed.sorted,JpKaAB01,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpKaAC01_trimmed.sorted,JpKaAC01,46,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA01_trimmed.sorted,JpNaAA01,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA02_trimmed.sorted,JpNaAA02,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA03_trimmed.sorted,JpNaAA03,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA04_trimmed.sorted,JpNaAA04,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA07_trimmed.sorted,JpNaAA07,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA08_trimmed.sorted,JpNaAA08,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA09_trimmed.sorted,JpNaAA09,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA10_trimmed.sorted,JpNaAA10,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JpNaAA11_trimmed.sorted,JpNaAA11,47,Amami oshima Island,Japan,NA,28.33,129.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA01_trimmed.sorted,LtKlPA01,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA02_trimmed.sorted,LtKlPA02,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA03_trimmed.sorted,LtKlPA03,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA04_trimmed.sorted,LtKlPA04,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA05_trimmed.sorted,LtKlPA05,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA06_trimmed.sorted,LtKlPA06,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA07_trimmed.sorted,LtKlPA07,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA08_trimmed.sorted,LtKlPA08,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA09_trimmed.sorted,LtKlPA09,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LtKlPA10_trimmed.sorted,LtKlPA10,35,Palanga,Lithuania,NA,55.97,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC01_trimmed.sorted,LvLiAC01,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
