Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,Weighed.by,Mass..mg.,Mass..ug.,Photo.by,Factor,Measured.by,Leg.length,Leg.length_corrected,Which.leg.,round,Notes,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes
France,Estonia,Paernu,E18-Paernu-136,E18-Paernu-136_14,n,2,03-09-18,03-05-19,0.625,J. Balk,03-05-19,0.625,T. Moeller,0.282,282,J. Balk,0.63,L. Zander,854.32,538.2216,right,post,NA,5748.84,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-136,E18-Paernu-136_15,n,2,03-09-18,03-05-19,0.625,J. Balk,03-05-19,0.625,T. Moeller,NA,NA,J. Balk,0.63,NA,NA,NA,NA,post,NA,5748.84,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_1,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.289,289,J. Balk,0.63,L. Zander,751.59,473.5017,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_2,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.272,272,J. Balk,0.63,L. Zander,772.89,486.9207,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_3,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.284,284,J. Balk,0.63,L. Zander,812.41,511.8183,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_4,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.3,300,J. Balk,0.63,L. Zander,747.01,470.6163,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_5,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.288,288,J. Balk,0.63,L. Zander,732.44,461.4372,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_6,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.28,280,J. Balk,0.63,L. Zander,824.49,519.4287,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_7,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.281,281,J. Balk,0.63,L. Zander,772.82,486.8766,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_8,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.289,289,J. Balk,0.63,L. Zander,796.78,501.9714,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_9,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.279,279,J. Balk,0.63,L. Zander,778.62,490.5306,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_10,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.269,269,J. Balk,0.63,L. Zander,768.81,484.3503,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_11,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.27,270,J. Balk,0.63,L. Zander,803.06,505.9278,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_12,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.256,256,J. Balk,0.63,L. Zander,764.24,481.4712,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_13,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.272,272,J. Balk,0.63,L. Zander,775.71,488.6973,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_14,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,0.286,286,J. Balk,0.63,L. Zander,757.66,477.3258,right,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-139,E18-Paernu-139_15,n,1,18-08-18,18-04-19,0.375,L. Zander,18-04-19,0.375,J. Balk,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,6098.37,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_1,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.304,304,J. Balk,0.63,L. Zander,791.5,498.645,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_2,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.289,289,J. Balk,0.63,L. Zander,807.61,508.7943,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_3,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.301,301,J. Balk,0.63,L. Zander,816.02,514.0926,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_4,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.306,306,J. Balk,0.63,L. Zander,810.22,510.4386,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_5,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.278,278,J. Balk,0.63,L. Zander,796.49,501.7887,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_6,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.305,305,J. Balk,0.63,L. Zander,821.61,517.6143,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_7,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.302,302,J. Balk,0.63,L. Zander,828.39,521.8857,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_8,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.296,296,J. Balk,0.63,L. Zander,758.69,477.9747,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_9,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.284,284,J. Balk,0.63,L. Zander,778.35,490.3605,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_10,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.288,288,J. Balk,0.63,L. Zander,786.05,495.2115,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_11,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.291,291,J. Balk,0.63,L. Zander,835.38,526.2894,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_12,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.214,214,J. Balk,0.63,L. Zander,827.99,521.6337,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_13,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.299,299,J. Balk,0.63,L. Zander,808.63,509.4369,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_14,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.304,304,J. Balk,0.63,L. Zander,814.79,513.3177,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_15,n,1,19-08-18,19-04-19,0.375,M. Sheffer,19-04-19,0.375,T. Moeller,0.29,290,J. Balk,0.63,L. Zander,743.44,468.3672,right,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_1,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_2,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_3,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_4,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_5,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_6,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_7,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_8,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_9,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_10,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_11,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_12,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_13,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_14,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-14,E18-Paernu-14_15,n,2,22-08-18,22-04-19,0.375,T. Moeller,22-04-19,0.378472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4664.36,M. Sheffer,left
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_1,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.305,305,J. Balk,0.63,L. Zander,916.82,577.5966,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_2,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.316,316,J. Balk,0.63,L. Zander,914.76,576.2988,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_3,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.34,340,J. Balk,0.63,L. Zander,923.48,581.7924,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_4,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.308,308,J. Balk,0.63,L. Zander,944.17,594.8271,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_5,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.312,312,J. Balk,0.63,L. Zander,910.71,573.7473,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_6,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.312,312,J. Balk,0.63,L. Zander,936.27,589.8501,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_7,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.285,285,J. Balk,0.63,L. Zander,919.61,579.3543,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_8,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.305,305,J. Balk,0.63,L. Zander,929.21,585.4023,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_9,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.314,314,J. Balk,0.63,L. Zander,931.67,586.9521,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_10,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.3,300,J. Balk,0.63,L. Zander,890.56,561.0528,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_11,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.308,308,J. Balk,0.63,L. Zander,904.23,569.6649,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_12,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.299,299,J. Balk,0.63,L. Zander,901.98,568.2474,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_13,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.306,306,J. Balk,0.63,L. Zander,889.36,560.2968,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_14,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.32,320,J. Balk,0.63,L. Zander,950.1,598.563,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-144,E18-Paernu-144_15,n,1,16-08-18,16-04-19,0.375,M. Sheffer,16-04-19,0.381944444,J. Balk,0.318,318,J. Balk,0.63,L. Zander,915.51,576.7713,right,post,NA,6825.63,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_1,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_2,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_3,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_4,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_5,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_6,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_7,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_8,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_9,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_10,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_11,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_12,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_13,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_14,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-149,E18-Paernu-149_15,n,1,20-08-18,20-04-19,0.625,M. Sheffer,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,4438.41,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_1,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.343,343,J. Balk,0.63,M. Sheffer,889.44,560.3472,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_2,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.291,291,J. Balk,0.63,M. Sheffer,858.17,540.6471,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_3,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.326,326,J. Balk,0.63,M. Sheffer,866.13,545.6619,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_4,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.327,327,J. Balk,0.63,M. Sheffer,880.89,554.9607,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_5,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.29,290,J. Balk,0.63,M. Sheffer,883.58,556.6554,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_6,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.353,353,J. Balk,0.63,M. Sheffer,899.04,566.3952,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_7,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.319,319,J. Balk,0.63,M. Sheffer,868.89,547.4007,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_8,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.302,302,J. Balk,0.63,M. Sheffer,881.01,555.0363,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_9,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.345,345,J. Balk,0.63,M. Sheffer,913.93,575.7759,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_10,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.291,291,J. Balk,0.63,M. Sheffer,879.57,554.1291,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_11,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.315,315,J. Balk,0.63,M. Sheffer,918.98,578.9574,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_12,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.321,321,J. Balk,0.63,M. Sheffer,872.93,549.9459,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_13,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.31,310,J. Balk,0.63,M. Sheffer,889.84,560.5992,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_14,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.325,325,J. Balk,0.63,M. Sheffer,834.69,525.8547,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_15,n,1,04-08-18,04-04-19,0.625,L. Zander,04-04-19,0.625,T. Moeller,0.326,326,J. Balk,0.63,M. Sheffer,899.27,566.5401,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_1,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.31,310,J. Balk,0.63,L. Zander,903.33,569.0979,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_2,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.29,290,J. Balk,0.63,L. Zander,893.07,562.6341,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_3,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.318,318,J. Balk,0.63,L. Zander,878.48,553.4424,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_4,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.287,287,J. Balk,0.63,L. Zander,837.72,527.7636,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_5,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.316,316,J. Balk,0.63,L. Zander,889.39,560.3157,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_6,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.277,277,J. Balk,0.63,L. Zander,828.74,522.1062,left,post,deformed legs,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_7,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.294,294,J. Balk,0.63,L. Zander,856.49,539.5887,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_8,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.318,318,J. Balk,0.63,L. Zander,859.18,541.2834,left,post,deformed legs,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_9,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.315,315,J. Balk,0.63,L. Zander,891.78,561.8214,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_10,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.304,304,J. Balk,0.63,L. Zander,881.2,555.156,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_11,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.285,285,J. Balk,0.63,L. Zander,860.26,541.9638,right,post,NA,5146.76,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-159,E18-Paernu-159_12,n,2,16-08-18,16-04-19,0.625,L. Zander,16-04-19,0.631944444,T. Moeller,0.288,288,J. Balk,0.63,L. Zander,867.93,546.7959,right,post,NA,5146.76,M. Sheffer,NA
