Winter.treatment,Origin,Population,MotherID,Spiderling,Photo,Cocoon_number,Oviposition_date,Planned.opening.Date,Planned.opening.time,Opened.by,Actual.opening.date,Actual.opening.time,Weighed.by,Mass..mg.,Mass..ug.,Photo.by,Factor,Measured.by,Leg.length,Leg.length_corrected,Which.leg.,round,Notes,Mother_LegLength_um,MotherMeasuredBy,MotherLegLengthNotes
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_1,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_2,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_3,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_4,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_5,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_6,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_7,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_8,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_9,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_10,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_11,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_12,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_13,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_14,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-2,E18-Ikla-2_15,n,1,08-08-18,08-04-19,0.375,L. Zander,08-04-19,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,loose legs in vial
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_1,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.253,253,J. Balk,0.63,L. Zander,797.37,502.3431,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_2,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.244,244,J. Balk,0.63,L. Zander,805.11,507.2193,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_3,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.266,266,J. Balk,0.63,L. Zander,823.89,519.0507,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_4,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.31,310,J. Balk,0.63,L. Zander,796.29,501.6627,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_5,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.253,253,J. Balk,0.63,L. Zander,816.72,514.5336,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_6,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.264,264,J. Balk,0.63,L. Zander,862.2,543.186,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_7,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.25,250,J. Balk,0.63,L. Zander,797.75,502.5825,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_8,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.246,246,J. Balk,0.63,L. Zander,846.25,533.1375,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_9,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.253,253,J. Balk,0.63,L. Zander,861.41,542.6883,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_10,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.255,255,J. Balk,0.63,L. Zander,814.7,513.261,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_11,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.246,246,J. Balk,0.63,L. Zander,827.18,521.1234,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_12,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.232,232,J. Balk,0.63,L. Zander,796.8,501.984,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_13,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.262,262,J. Balk,0.63,L. Zander,869.17,547.5771,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_14,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.258,258,J. Balk,0.63,L. Zander,805.41,507.4083,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_15,n,1,18-08-18,18-04-19,0.375,J. Balk,18-04-19,0.375,J. Balk,0.261,261,J. Balk,0.63,L. Zander,821.22,517.3686,right,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_1,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_2,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_3,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_4,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_5,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_6,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_7,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_8,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_9,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_10,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_11,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_12,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_13,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_14,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-3,E18-Ikla-3_15,n,2,03-09-18,03-05-19,0.625,T. Moeller,03-05-19,0.625,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,5784.04,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_1,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.276,276,J. Balk,NA,A.Machnis,2823.16,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_2,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.319,319,J. Balk,NA,A.Machnis,2935.4,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_3,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.27,270,J. Balk,NA,A.Machnis,2885.17,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_4,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.302,302,J. Balk,NA,A.Machnis,2977.79,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_5,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.228,228,J. Balk,NA,A.Machnis,2627.01,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_6,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.248,248,J. Balk,NA,A.Machnis,2784.77,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_7,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.251,251,J. Balk,NA,A.Machnis,2771.25,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_8,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.247,247,J. Balk,NA,A.Machnis,2787.61,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_9,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.288,288,J. Balk,NA,A.Machnis,2532.55,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_10,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.203,203,J. Balk,NA,A.Machnis,2408.55,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_11,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.196,196,J. Balk,NA,A.Machnis,2675.84,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_12,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.224,224,J. Balk,NA,A.Machnis,2816.28,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_13,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.285,285,J. Balk,NA,A.Machnis,2770.72,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_14,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.27,270,J. Balk,NA,A.Machnis,2742.71,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_15,n,1,05-08-18,05-04-19,0.625,L. Zander,05-04-19,0.625,T. Moeller,0.234,234,J. Balk,NA,A.Machnis,2895.26,NA,right,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_1,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.215,215,J. Balk,0.63,A.Machnis,729.44,459.5472,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_2,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.249,249,J. Balk,NA,NA,NA,NA,NA,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_3,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.224,224,J. Balk,0.63,A.Machnis,738.91,465.5133,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_4,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.23,230,J. Balk,0.63,A.Machnis,760.76,479.2788,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_5,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.255,255,J. Balk,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_6,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.228,228,J. Balk,NA,NA,NA,NA,NA,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_7,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.23,230,J. Balk,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_8,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.226,226,J. Balk,0.63,A.Machnis,617.12,388.7856,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_9,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.228,228,J. Balk,0.63,A.Machnis,738.95,465.5385,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_10,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.242,242,J. Balk,NA,NA,NA,NA,NA,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_11,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,0.231,231,J. Balk,0.63,A.Machnis,696.18,438.5934,right,post,deformed,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_12,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_13,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_14,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Ikla,E18-Ikla-7,E18-Ikla-7_15,n,2,20-08-18,20-04-19,0.625,T. Moeller,20-04-19,0.625,T. Moeller,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,7994.45,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_1,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.288,288,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_2,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.246,246,J. Balk,0.63,L. Zander,828.12,521.7156,right,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_3,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.251,251,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_4,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.234,234,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_5,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.241,241,J. Balk,0.63,L. Zander,815.69,513.8847,right,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_6,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.224,224,J. Balk,0.63,L. Zander,819.49,516.2787,right,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_7,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.265,265,J. Balk,0.63,L. Zander,833.77,525.2751,right,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_8,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.267,267,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_9,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.238,238,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_10,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.225,225,J. Balk,0.63,L. Zander,762.66,480.4758,right,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_11,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.244,244,J. Balk,0.63,L. Zander,786.1,495.243,right,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_12,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.246,246,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_13,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.238,238,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_14,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.241,241,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_15,n,1,13-08-18,13-04-19,0.625,L. Zander,13-04-19,0.625,T. Moeller,0.248,248,J. Balk,NA,NA,NA,NA,NA,post,deformed legs,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_1,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_2,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_3,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_4,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_5,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_6,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_7,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_8,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_9,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_10,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_11,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_12,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_13,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_14,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
France,Estonia,Paernu,E18-Paernu-10,E18-Paernu-10_15,n,2,28-08-18,28-04-19,0.375,J. Balk,28-04-19,0.381944444,NA,NA,NA,NA,0.63,NA,NA,NA,NA,post,NA,6599.96,M. Sheffer,NA
Estonia,Estonia,Paernu,E18-Paernu-101,E18-Paernu-101_1,n,1,08-08-18,11-04-19,0.375,T. Moeller,11-04-19,0.416666667,M. Sheffer,0.275,275,J. Balk,0.63,L. Zander,885.69,557.9847,right,post,NA,NA,NA,only 5 legs
Estonia,Estonia,Paernu,E18-Paernu-101,E18-Paernu-101_2,n,1,08-08-18,11-04-19,0.375,T. Moeller,11-04-19,0.416666667,M. Sheffer,0.288,288,J. Balk,0.63,L. Zander,889.13,560.1519,right,post,NA,NA,NA,only 5 legs
Estonia,Estonia,Paernu,E18-Paernu-101,E18-Paernu-101_3,n,1,08-08-18,11-04-19,0.375,T. Moeller,11-04-19,0.416666667,M. Sheffer,0.282,282,J. Balk,0.63,L. Zander,853.75,537.8625,right,post,NA,NA,NA,only 5 legs
Estonia,Estonia,Paernu,E18-Paernu-101,E18-Paernu-101_4,n,1,08-08-18,11-04-19,0.375,T. Moeller,11-04-19,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,only 5 legs
Estonia,Estonia,Paernu,E18-Paernu-101,E18-Paernu-101_5,n,1,08-08-18,11-04-19,0.375,T. Moeller,11-04-19,0.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,post,NA,NA,NA,only 5 legs
