"","ddradID","altID","population_number","population_name","Country","Treatment","X1Ovi_Egg","X1Ovi_Dead","X1Ovi_Living","X2Ovi_Egg","X2Ovi_Dead","X2Ovi_Living","Pigmentation","LegLength","X1Ovi_LegLength","X2Ovi_LegLength","X1Ovi_mass","X2Ovi_mass","dat_filtered$population_number","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"35.4","PlLuGA05_trimmed.sorted","PlLuGA05",32,"Grodziszcze","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,-1.96856834892052,1.14027607497094,-0.518868180286386,-1.00667192089989,0.525764037573543,0.272778517182303,0.0764472446901928,-0.027481734945544,-0.28191690858537,-0.039760358749089,-0.0898008927952374,-0.0635838908430127,-0.0867140598642657,0.00395420947914982,-0.0666691111291666,-0.00678648501481916,0.00287314312269107,0.0117057666208785,-4.40309385238939e-08
"35.5","PlLuGA06_trimmed.sorted","PlLuGA06",32,"Grodziszcze","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,-1.96856834892052,1.14027607497094,-0.518868180286386,-1.00667192089989,0.525764037573543,0.272778517182303,0.0764472446901928,-0.027481734945544,-0.28191690858537,-0.039760358749089,-0.0898008927952374,-0.0635838908430127,-0.0867140598642657,0.00395420947914982,-0.0666691111291666,-0.00678648501481916,0.00287314312269107,0.0117057666208785,-4.40309385238939e-08
"35.6","PlLuGA07_trimmed.sorted","PlLuGA07",32,"Grodziszcze","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,-1.96856834892052,1.14027607497094,-0.518868180286386,-1.00667192089989,0.525764037573543,0.272778517182303,0.0764472446901928,-0.027481734945544,-0.28191690858537,-0.039760358749089,-0.0898008927952374,-0.0635838908430127,-0.0867140598642657,0.00395420947914982,-0.0666691111291666,-0.00678648501481916,0.00287314312269107,0.0117057666208785,-4.40309385238939e-08
"36","PlPoLA01_trimmed.sorted","PlPoLA01",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.1","PlPoLA02_trimmed.sorted","PlPoLA02",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.2","PlPoLA03_trimmed.sorted","PlPoLA03",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.3","PlPoLA04_trimmed.sorted","PlPoLA04",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.4","PlPoLA05_trimmed.sorted","PlPoLA05",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.5","PlPoLA06_trimmed.sorted","PlPoLA06",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.6","PlPoLA07_trimmed.sorted","PlPoLA07",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.7","PlPoLA08_trimmed.sorted","PlPoLA08",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.8","PlPoLA09_trimmed.sorted","PlPoLA09",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"36.9","PlPoLA10_trimmed.sorted","PlPoLA10",34,"Lebork","Poland","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,-1.97876838244661,0.0768379394175556,0.668059433179042,0.291035335543474,1.30330749254359,-0.270665798742245,0.458072263422146,-0.257345546960054,0.173438553435629,-0.0684409112857318,0.0251030370359653,0.0203648407396308,0.0793317324470073,0.0641067892847173,0.052026485679052,-0.0125773653344141,-0.0112562139920098,0.00324610850971201,-3.49579709254001e-08
"37","SF18-BN-1_trimmed.sorted","SF18-Belflou-1",1,"Belflou","France","Estonia",NA,NA,NA,NA,NA,NA,0.3,8541.56,NA,NA,NA,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.1","SF18-BN-12_trimmed.sorted","SF18-Belflou-12",1,"Belflou","France","Estonia",13,120,0,NA,NA,NA,0.24,7996.59,NA,NA,NA,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.2","SF18-BN-14_trimmed.sorted","SF18-Belflou-14",1,"Belflou","France","Estonia",0,88,78,NA,NA,NA,0.45,7344.03,559.9813,NA,0.3168,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.3","SF18-BN-18_trimmed.sorted","SF18-Belflou-18",1,"Belflou","France","Estonia",0,24,195,0,152,20,0.26,8161.46,620.8607,NA,0.4053333,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.4","SF18-BN-3_trimmed.sorted","SF18-Belflou-3",1,"Belflou","France","Estonia",26,119,139,NA,NA,NA,0.29,8826.13,507.7287,NA,0.2864,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.5","SF18-BN-4_trimmed.sorted","SF18-Belflou-4",1,"Belflou","France","Estonia",43,0,0,NA,NA,NA,0.32,4215.08,NA,NA,NA,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.6","SF18-BN-5_trimmed.sorted","SF18-Belflou-5",1,"Belflou","France","Estonia",3,59,254,NA,NA,NA,0.51,9304.52,530.4633,NA,0.3724,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.7","SF18-BN-7_trimmed.sorted","SF18-Belflou-7",1,"Belflou","France","France",3,2,128,2,49,138,0.24,7980.91,NA,463.3329,NA,0.2516667,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.8","SF18-BN-8_trimmed.sorted","SF18-Belflou-8",1,"Belflou","France","France",0,5,184,NA,NA,NA,0.57,8176.88,574.7933,NA,0.305,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"37.9","SF18-BN-9_trimmed.sorted","SF18-Belflou-9",1,"Belflou","France","France",7,73,122,NA,NA,NA,0.38,7616.97,457.7413,NA,0.2508,NA,1,5.138729278096,1.61971444759304,-0.0138431051682217,1.20761202814316,-0.707800061401985,-0.245773737479964,0.165973537610503,-0.306376491818258,0.000377474766075081,0.223419559434802,-0.126663762690773,0.13538411618447,-0.085526907713047,-0.0315635278972533,-0.0175416761902483,0.0141501363231847,0.0101364291187865,0.00846927238514125,-9.91434486539991e-08
"38","SF18-CA-10_trimmed.sorted","SF18-Casties-10",2,"Casties","France","France",0,6,405,9,152,16,0.34,7996.71,542.3467,NA,0.2889333,NA,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.1","SF18-CA-12_trimmed.sorted","SF18-Casties-12",2,"Casties","France","France",0,3,180,78,20,3,0.25,6318.55,560.118,NA,0.3164,0.29,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.2","SF18-CA-13_trimmed.sorted","SF18-Casties-13",2,"Casties","France","France",0,27,317,0,1,156,0.48,7059.67,548.4,574.9633,0.2942143,0.3512667,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.3","SF18-CA-14_trimmed.sorted","SF18-Casties-14",2,"Casties","France","Estonia",0,8,188,0,115,43,0.23,6341.4,627.9833,591.2813,0.4286667,0.3955333,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.4","SF18-CA-17_trimmed.sorted","SF18-Casties-17",2,"Casties","France","France",2,5,288,175,23,0,0.43,7153.93,558.5327,NA,0.3008667,NA,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.5","SF18-CA-18_trimmed.sorted","SF18-Casties-18",2,"Casties","France","France",1,10,118,1,18,35,0.44,6491.48,562.8847,484.6257,0.2978667,NA,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.6","SF18-CA-4_trimmed.sorted","SF18-Casties-4",2,"Casties","France","Estonia",57,23,59,NA,NA,NA,0.35,9117.61,555.3367,NA,0.3569333,NA,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.7","SF18-CA-5_trimmed.sorted","SF18-Casties-5",2,"Casties","France","Estonia",0,66,255,17,154,4,0.58,7997.7,616.472,515.6,0.3917333,0.376,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.8","SF18-CA-6_trimmed.sorted","SF18-Casties-6",2,"Casties","France","Estonia",0,85,289,0,123,72,0.31,8642.26,570.6647,0.365,0.3475333,0.365,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"38.9","SF18-CA-7_trimmed.sorted","SF18-Casties-7",2,"Casties","France","Estonia",0,13,58,1,87,27,0.28,6202.48,613.226,557.7971,0.4299333,NA,2,5.012811195778,1.35962672043677,0.0106991798523658,1.47296853770607,-0.45846592231455,-0.410940920698551,0.333744091835205,-0.360938284719446,0.117565603634271,0.00843509019808408,-0.0518015543178154,0.0293232587042351,-0.0872817205643397,0.00602086068596634,-0.00130932351189114,-0.0107885082019871,-0.00962061515018621,0.0061646324393184,4.95055850348641e-08
"39","SF18-MiO-12_trimmed.sorted","SF18-MirevalOst-12",3,"Mireval East","France","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.1","SF18-MiO-18_trimmed.sorted","SF18-MirevalOst-18",3,"Mireval East","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.2","SF18-MiO-27_trimmed.sorted","SF18-MirevalOst-27",3,"Mireval East","France","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.3","SF18-MiO-40_trimmed.sorted","SF18-MirevalOst-40",3,"Mireval East","France","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.4","SF18-MiO-5_trimmed.sorted","SF18-MirevalOst-5",3,"Mireval East","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.5","SF18-MiW-17_trimmed.sorted","SF18-MirevalWest-17",3,"Mireval West","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.6","SF18-MiW-23_trimmed.sorted","SF18-MirevalWest-23",3,"Mireval West","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.7","SF18-MiW-39_trimmed.sorted","SF18-MirevalWest-39",3,"Mireval West","France","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.8","SF18-MiW-42_trimmed.sorted","SF18-MirevalWest-42",3,"Mireval West","France","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"39.9","SF18-MiW-8_trimmed.sorted","SF18-MirevalWest-8",3,"Mireval West","France","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9467306214983,2.03753156585621,-0.218738304790447,1.52293319965383,-0.442787173473865,-0.351951032954028,-0.0871248086483644,-0.400655642121386,0.0734084910135732,-0.0228220340157127,0.0522507176879938,-0.0515778329057323,-0.00616965806698405,0.0194526226039317,0.0325084536666954,-0.00214037538645218,-0.00719003537825221,0.00212110278134195,2.09361265381432e-09
"40","SF18-PE-12-photo_trimmed.sorted","SF18-Perry-12-Photo",4,"Perry","France","Estonia",18,38,93,NA,NA,NA,NA,0.53,592.756,592.756,NA,0.4168,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.1","SF18-PE-15-photo_trimmed.sorted","SF18-Perry-15-Photo",4,"Perry","France","Estonia",0,9,158,181,31,116,NA,0.59,587.081,587.0813,525.0033,0.3553333,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.2","SF18-PE-17-photo_trimmed.sorted","SF18-Perry-17-Photo",4,"Perry","France","Estonia",2,61,43,181,78,0,NA,0.53,616.451,616.4507,NA,0.3924667,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.3","SF18-PE-1-photo_trimmed.sorted","SF18-Perry-1-Photo",4,"Perry","France","France",89,8,325,181,0,5,NA,0.48,583.299,583.2993,570.8547,0.3308,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.4","SF18-PE-2-photo_trimmed.sorted","SF18-Perry-2-Photo",4,"Perry","France","France",0,3,294,182,20,7,NA,0.49,586.251,586.2507,NA,0.3596667,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.5","SF18-PE-3-photo_trimmed.sorted","SF18-Perry-3-Photo",4,"Perry","France","Estonia",123,5,0,NA,NA,NA,NA,0.27,NA,NA,NA,NA,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.6","SF18-PE-4-photo_trimmed.sorted","SF18-Perry-4-Photo",4,"Perry","France","France",0,0,148,NA,NA,NA,NA,0.31,554.862,554.862,NA,0.3210667,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.7","SF18-PE-6-photo_trimmed.sorted","SF18-Perry-6-Photo",4,"Perry","France","France",0,0,212,181,0,6,NA,0.43,536.573,536.5727,535.43,0.2864,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
"40.8","SF18-PE-7-photo_trimmed.sorted","SF18-Perry-7-Photo",4,"Perry","France","France",1,0,245,NA,NA,NA,NA,0.42,583.09,583.09,NA,0.3356,4,4.59913055359498,2.99583432033124,-0.769514643065541,2.12792405446966,-0.0712803686935576,-0.0542907840552549,-0.390957425766177,-0.392106095126434,0.0426773858599812,-0.171424283291691,0.110238594234985,-0.128348587889664,0.0567532070544191,-0.0187198583842248,-0.0289197130223509,-0.015239118453229,0.00634027208679406,-0.00652791259955895,5.08402599071857e-08
